날짜,PM10,SO2,CO,O3,NO2
2013-10-13,47.375,0.005,0.479,0.024,0.032
2013-10-14,56.167,0.007,0.508,0.018,0.025
2013-10-16,33.958,0.004,0.362,0.022,0.023
2013-10-17,35.75,0.004,0.425,0.016,0.035
2013-10-18,36.333,0.005,0.388,0.019,0.03
2013-10-20,37.5,0.005,0.413,0.021,0.022
2013-10-21,38.625,0.005,0.458,0.017,0.027
2013-10-24,41.292,0.004,0.479,0.016,0.021
2013-10-25,61.583,0.005,0.446,0.026,0.025
2013-10-26,50.917,0.004,0.438,0.025,0.023
2013-10-27,50.792,0.005,0.467,0.028,0.026
2013-10-28,60.375,0.005,0.6,0.014,0.04
2013-10-29,64.958,0.006,0.579,0.02,0.035
2013-10-30,52.875,0.006,0.487,0.031,0.029
2013-11-02,62.208,0.007,0.583,0.018,0.037
2013-11-03,64.167,0.006,0.629,0.015,0.034
2013-11-04,72.542,0.006,0.625,0.035,0.028
2013-11-06,67.333,0.006,0.7,0.009,0.041
2013-11-07,67.625,0.005,0.475,0.022,0.031
2013-11-08,42.125,0.005,0.408,0.016,0.03
2013-11-09,42.833,0.005,0.429,0.015,0.032
2013-11-10,28.667,0.004,0.337,0.025,0.017
2013-11-11,29.542,0.004,0.325,0.02,0.021
2013-11-13,51.167,0.005,0.496,0.012,0.032
2013-11-14,49.25,0.005,0.529,0.013,0.033
2013-11-15,53.292,0.005,0.504,0.021,0.028
2013-11-16,95.542,0.007,0.683,0.02,0.036
2013-11-17,76.125,0.005,0.446,0.025,0.022
2013-11-19,31.708,0.004,0.329,0.019,0.017
2013-11-20,36.583,0.004,0.337,0.017,0.02
2013-11-21,40.042,0.004,0.379,0.016,0.023
2013-11-23,70.667,0.006,0.558,0.016,0.027
2013-11-24,95.292,0.01,0.571,0.017,0.039
2013-11-25,37.333,0.005,0.454,0.022,0.018
2013-11-27,48.042,0.006,0.438,0.017,0.024
2013-11-28,30.708,0.004,0.35,0.015,0.019
2013-11-29,41.333,0.004,0.383,0.014,0.021
2013-11-30,49.25,0.004,0.446,0.016,0.024
2013-12-01,82.875,0.006,0.6,0.015,0.029
2013-12-02,56.75,0.005,0.433,0.019,0.025
2013-12-04,102.458,0.008,0.658,0.018,0.036
2013-12-05,77.208,0.008,0.642,0.015,0.036
2013-12-06,120.958,0.008,0.688,0.017,0.031
2013-12-07,54.333,0.006,0.492,0.017,0.024
2013-12-08,63.375,0.006,0.646,0.01,0.033
2013-12-09,64.792,0.005,0.888,0.008,0.038
2013-12-11,42.333,0.004,0.425,0.017,0.019
2013-12-12,35.917,0.005,0.417,0.015,0.025
2013-12-13,38.917,0.004,0.408,0.017,0.019
2013-12-14,44.208,0.005,0.446,0.015,0.02
2013-12-15,53.542,0.005,0.463,0.015,0.021
2013-12-17,37.792,0.005,0.496,0.01,0.025
2013-12-18,31.458,0.004,0.388,0.018,0.018
2013-12-19,39.458,0.004,0.417,0.016,0.017
2013-12-20,52.667,0.004,0.467,0.016,0.016
2013-12-21,54.375,0.004,0.433,0.017,0.019
2013-12-22,58.542,0.005,0.504,0.017,0.024
2013-12-24,52.583,0.005,0.537,0.012,0.032
2013-12-25,38.917,0.005,0.517,0.012,0.032
2013-12-26,72,0.006,0.558,0.014,0.028
2013-12-27,55.625,0.005,0.488,0.021,0.019
2013-12-28,26.583,0.003,0.346,0.019,0.019
2013-12-29,35.083,0.004,0.413,0.019,0.018
2013-12-30,70.167,0.007,0.588,0.016,0.025
2013-12-31,108.333,0.011,0.692,0.015,0.033
2014-01-01,124.708,0.008,0.554,0.019,0.024
2014-01-03,70.833,0.008,0.862,0.004,0.031
2014-01-04,73.167,0.007,0.604,0.009,0.029
2014-01-05,38.708,0.005,0.446,0.019,0.021
2014-01-06,85.125,0.009,0.746,0.012,0.032
2014-01-08,69.75,0.004,0.558,0.012,0.031
2014-01-09,34.333,0.003,0.346,0.022,0.016
2014-01-10,51.958,0.005,0.508,0.014,0.02
2014-01-11,73.625,0.007,0.579,0.013,0.023
2014-01-12,108.042,0.01,0.642,0.018,0.025
2014-01-13,52.292,0.005,0.475,0.015,0.024
2014-01-14,36.875,0.004,0.383,0.014,0.024
2014-01-15,60.542,0.007,0.483,0.015,0.027
2014-01-16,88.458,0.008,0.646,0.011,0.03
2014-01-17,145.958,0.012,0.721,0.019,0.032
2014-01-18,110.167,0.009,0.65,0.019,0.027
2014-01-19,54.292,0.006,0.475,0.013,0.025
2014-01-20,101.5,0.007,0.588,0.017,0.03
2014-01-22,85.667,0.005,0.542,0.015,0.028
2014-01-23,72.583,0.008,0.692,0.009,0.035
2014-01-24,49.25,0.006,0.421,0.018,0.033
2014-01-25,55.125,0.005,0.454,0.013,0.035
2014-01-26,56.917,0.004,0.458,0.019,0.026
2014-01-28,55.792,0.006,0.504,0.016,0.031
2014-01-29,76.208,0.006,0.721,0.007,0.046
2014-01-30,60.542,0.005,0.571,0.021,0.03
2014-01-31,58.958,0.006,0.513,0.016,0.031
2014-02-01,77.458,0.007,0.804,0.008,0.042
2014-02-02,79.542,0.007,0.642,0.008,0.035
2014-02-03,83.333,0.005,0.55,0.017,0.026
2014-02-05,50.5,0.006,0.458,0.01,0.03
2014-02-06,49.792,0.004,0.487,0.01,0.032
2014-02-07,33.708,0.003,0.442,0.015,0.029
2014-02-08,36.75,0.004,0.417,0.016,0.029
2014-02-09,34.083,0.003,0.408,0.018,0.022
2014-02-10,31.5,0.003,0.438,0.016,0.026
2014-02-11,35.333,0.003,0.421,0.015,0.019
2014-02-13,34.167,0.003,0.421,0.015,0.019
2014-02-14,40.167,0.004,0.363,0.021,0.02
2014-02-15,41.917,0.004,0.421,0.016,0.027
2014-02-16,62.542,0.006,0.604,0.01,0.039
2014-02-17,74.083,0.006,0.625,0.016,0.038
2014-02-19,40.5,0.004,0.396,0.019,0.023
2014-02-20,57.458,0.004,0.504,0.014,0.034
2014-02-21,118,0.004,0.742,0.016,0.047
2014-02-22,101.5,0.004,0.725,0.013,0.048
2014-02-23,67.75,0.004,0.571,0.017,0.041
2014-02-24,101.042,0.005,0.767,0.018,0.052
2014-02-25,159.333,0.005,0.829,0.018,0.066
2014-02-27,52.5,0.005,0.558,0.015,0.04
2014-02-28,90.625,0.006,0.683,0.01,0.046
2014-03-01,65.792,0.005,0.571,0.013,0.039
2014-03-02,51.667,0.005,0.508,0.018,0.03
2014-03-03,40.958,0.004,0.462,0.016,0.034
2014-03-04,46.375,0.005,0.475,0.014,0.04
2014-03-06,50.583,0.005,0.421,0.021,0.031
2014-03-07,48.458,0.004,0.375,0.021,0.028
2014-03-08,54.75,0.006,0.433,0.02,0.033
2014-03-09,70.583,0.007,0.479,0.026,0.027
2014-03-10,49.333,0.007,0.467,0.016,0.033
2014-03-12,50.792,0.005,0.521,0.013,0.044
2014-03-13,27.75,0.003,0.483,0.024,0.028
2014-03-14,52.083,0.004,0.458,0.02,0.033
2014-03-15,89.542,0.007,0.588,0.024,0.041
2014-03-16,105.167,0.007,0.508,0.035,0.037
2014-03-17,88.25,0.007,0.542,0.018,0.04
2014-03-18,104.667,0.006,0.5,0.023,0.031
2014-03-19,54.333,0.008,0.475,0.017,0.04
2014-03-20,48.292,0.005,0.425,0.02,0.032
2014-03-22,63.375,0.007,0.529,0.018,0.044
2014-03-23,91.917,0.009,0.575,0.028,0.047
2014-03-24,92.833,0.01,0.55,0.028,0.053
2014-03-26,37.792,0.004,0.504,0.012,0.029
2014-03-27,74.542,0.008,0.617,0.008,0.037
2014-03-28,90.583,0.008,0.562,0.019,0.042
2014-03-29,49.375,0.004,0.475,0.016,0.039
2014-03-30,47.958,0.006,0.592,0.019,0.034
2014-03-31,78.875,0.009,0.65,0.01,0.043
2014-04-02,68.042,0.013,0.608,0.011,0.048
2014-04-03,72.625,0.01,0.629,0.014,0.047
2014-04-04,28.917,0.004,0.392,0.027,0.027
2014-04-05,42.917,0.005,0.425,0.024,0.03
2014-04-06,44.25,0.004,0.375,0.028,0.023
2014-04-07,84.708,0.008,0.562,0.026,0.041
2014-04-08,64.708,0.008,0.458,0.029,0.039
2014-04-10,83.625,0.008,0.6,0.021,0.044
2014-04-11,46.042,0.006,0.492,0.018,0.038
2014-04-12,51.583,0.007,0.521,0.017,0.04
2014-04-13,50.542,0.006,0.517,0.022,0.035
2014-04-15,74.167,0.009,0.633,0.022,0.051
2014-04-16,146.75,0.01,0.721,0.034,0.05
2014-04-17,70.667,0.007,0.65,0.015,0.05
2014-04-18,47.708,0.004,0.558,0.023,0.038
2014-04-19,50.875,0.005,0.454,0.028,0.033
2014-04-20,36.292,0.005,0.413,0.025,0.03
2014-04-22,90.458,0.01,0.667,0.023,0.047
2014-04-23,80.333,0.011,0.6,0.024,0.052
2014-04-24,75.417,0.014,0.658,0.014,0.059
2014-04-25,67.25,0.012,0.633,0.011,0.056
2014-04-26,67.833,0.011,0.6,0.015,0.053
2014-04-27,49.542,0.009,0.479,0.013,0.041
2014-04-28,26.125,0.004,0.417,0.025,0.035
2014-04-30,46.208,0.006,0.525,0.012,0.029
2014-05-01,53.25,0.006,0.492,0.015,0.031
2014-05-02,87.083,0.006,0.612,0.018,0.043
2014-05-03,67.833,0.005,0.446,0.028,0.028
2014-05-04,45.417,0.008,0.467,0.022,0.036
2014-05-05,50.542,0.005,0.408,0.029,0.022
2014-05-06,52.25,0.005,0.396,0.031,0.025
2014-05-08,64.875,0.006,0.504,0.022,0.039
2014-05-09,52,0.006,0.479,0.03,0.033
2014-05-10,38.875,0.007,0.446,0.027,0.032
2014-05-11,51.458,0.007,0.442,0.03,0.031
2014-05-12,51.542,0.006,0.579,0.016,0.036
2014-05-14,93.75,0.009,0.646,0.012,0.061
2014-05-15,74.417,0.006,0.475,0.022,0.037
2014-05-16,74.167,0.009,0.6,0.025,0.051
2014-05-17,97.625,0.015,0.617,0.016,0.059
2014-05-18,102.125,0.012,0.542,0.015,0.048
2014-05-19,112.458,0.02,0.579,0.009,0.063
2014-05-20,85.167,0.011,0.55,0.011,0.058
2014-05-21,85.875,0.008,0.542,0.016,0.043
2014-05-23,54.833,0.006,0.408,0.015,0.057
2014-05-24,81.333,0.008,0.504,0.014,0.06
2014-05-25,58.542,0.005,0.329,0.015,0.04
2014-05-26,95.208,0.005,0.429,0.01,0.047
2014-05-27,150.417,0.009,0.462,0.018,0.053
2014-05-28,183.75,0.005,0.558,0.015,0.055
2014-05-30,140.375,0.008,0.683,0.008,0.072
2014-05-31,134.5,0.011,0.642,0.007,0.067
2014-06-01,141.542,0.012,0.662,0.023,0.053
2014-06-03,47.75,0.004,0.4,0.029,0.032
2014-06-04,38.417,0.005,0.35,0.034,0.02
2014-06-10,42.667,0.006,0.421,0.033,0.038
2014-06-11,31.208,0.005,0.408,0.026,0.034
2014-06-12,41.917,0.005,0.525,0.029,0.037
2014-06-13,74.125,0.006,0.525,0.026,0.036
2014-06-14,92.083,0.007,0.562,0.023,0.038
2014-06-15,61.75,0.007,0.463,0.024,0.034
2014-06-16,67.25,0.007,0.462,0.024,0.036
2014-06-18,57.75,0.006,0.417,0.021,0.034
2014-06-19,61.417,0.007,0.513,0.017,0.023
2014-06-27,50.708,0.008,0.508,0.025,0.036
2014-06-28,62.542,0.008,0.433,0.044,0.026
2014-06-29,61.5,0.01,0.417,0.045,0.028
2014-07-02,90.167,0.017,0.483,0.026,0.038
2014-07-03,41.083,0.01,0.467,0.033,0.03
2014-07-04,47.417,0.007,0.467,0.031,0.029
2014-07-05,57.5,0.006,0.504,0.025,0.024
2014-07-06,36.083,0.006,0.404,0.031,0.026
2014-07-07,46.208,0.009,0.467,0.023,0.033
2014-07-09,51.375,0.005,0.404,0.016,0.014
2014-07-10,40.917,0.01,0.367,0.02,0.022
2014-07-11,75.625,0.009,0.529,0.044,0.039
2014-07-12,97.792,0.013,0.646,0.032,0.04
2014-07-13,57.792,0.008,0.475,0.03,0.035
2014-07-14,92.875,0.011,0.617,0.029,0.037
2014-07-15,92.792,0.012,0.604,0.02,0.037
2014-07-16,64.583,0.012,0.508,0.016,0.035
2014-07-26,47,0.005,0.375,0.033,0.026
2014-07-27,39.25,0.005,0.379,0.04,0.024
2014-07-28,53.292,0.008,0.454,0.025,0.036
2014-08-01,33.5,0.004,0.279,0.025,0.016
2014-08-02,33.708,0.004,0.208,0.024,0.012
2014-08-03,51.458,0.006,0.263,0.031,0.019
2014-08-05,59.375,0.007,0.463,0.026,0.035
2014-08-06,66.792,0.01,0.454,0.02,0.03
2014-08-07,61.042,0.008,0.471,0.021,0.032
2014-08-08,24.75,0.004,0.321,0.036,0.023
2014-08-09,20.542,0.004,0.242,0.034,0.014
2014-08-10,15.75,0.004,0.279,0.026,0.018
2014-08-11,31,0.006,0.379,0.026,0.03
2014-08-13,87.417,0.017,0.608,0.018,0.053
2014-08-14,32,0.005,0.438,0.035,0.027
2014-08-15,24.042,0.004,0.413,0.026,0.028
2014-08-16,35.875,0.006,0.404,0.028,0.026
2014-08-17,32.292,0.006,0.337,0.026,0.019
2014-08-18,27.75,0.005,0.433,0.019,0.025
2014-08-20,32.625,0.006,0.371,0.016,0.018
2014-08-21,34.167,0.006,0.325,0.022,0.02
2014-08-22,54.833,0.007,0.5,0.026,0.038
2014-08-23,87.542,0.008,0.608,0.026,0.037
2014-08-24,52.458,0.009,0.404,0.021,0.026
2014-08-25,39.917,0.009,0.413,0.016,0.024
2014-08-26,43.417,0.01,0.542,0.02,0.03
2014-08-28,39.333,0.005,0.363,0.022,0.024
2014-08-29,33.625,0.006,0.358,0.022,0.022
2014-08-30,33.667,0.005,0.321,0.025,0.021
2014-08-31,29.792,0.005,0.292,0.025,0.019
2014-09-01,32.833,0.006,0.329,0.024,0.023
2014-09-02,33.292,0.005,0.346,0.023,0.023
2014-09-05,52.875,0.007,0.521,0.026,0.045
2014-09-06,57.5,0.009,0.558,0.021,0.044
2014-09-07,46.542,0.007,0.521,0.033,0.028
2014-09-08,62.875,0.007,0.467,0.031,0.022
2014-09-09,65.917,0.009,0.55,0.033,0.031
2014-09-10,70.542,0.008,0.483,0.032,0.022
2014-09-12,35.5,0.006,0.404,0.025,0.029
2014-09-13,29.917,0.007,0.333,0.028,0.021
2014-09-14,20.417,0.005,0.296,0.027,0.017
2014-09-15,39.708,0.007,0.429,0.022,0.036
2014-09-17,46.25,0.006,0.433,0.022,0.03
2014-09-18,43,0.005,0.383,0.024,0.025
2014-09-19,42.167,0.007,0.417,0.02,0.031
2014-09-20,39,0.006,0.367,0.027,0.026
2014-09-21,35.042,0.006,0.346,0.028,0.021
2014-09-22,39.542,0.006,0.367,0.025,0.025
2014-09-23,42.292,0.006,0.388,0.024,0.029
2014-09-24,33.833,0.005,0.413,0.023,0.026
2014-09-26,39.958,0.006,0.396,0.026,0.026
2014-09-27,47.542,0.009,0.438,0.023,0.039
2014-09-28,81.625,0.006,0.554,0.03,0.034
2014-09-29,90.583,0.007,0.504,0.028,0.032
2014-10-02,46.417,0.008,0.521,0.025,0.044
2014-10-03,48,0.006,0.521,0.042,0.026
2014-10-04,37.5,0.006,0.425,0.033,0.024
2014-10-05,38.292,0.005,0.358,0.038,0.019
2014-10-06,37.5,0.005,0.379,0.034,0.025
2014-10-08,38.083,0.006,0.5,0.026,0.039
2014-10-09,33.042,0.007,0.429,0.033,0.03
2014-10-10,44.125,0.008,0.504,0.027,0.037
2014-10-11,46.708,0.007,0.421,0.037,0.026
2014-10-12,43.625,0.007,0.408,0.034,0.024
2014-10-13,20.583,0.005,0.358,0.042,0.018
2014-10-14,38.417,0.006,0.404,0.027,0.029
2014-10-16,58.75,0.006,0.542,0.03,0.039
2014-10-17,46.708,0.007,0.513,0.023,0.045
2014-10-18,47.083,0.009,0.621,0.02,0.056
2014-10-19,44.75,0.009,0.6,0.029,0.051
2014-10-20,46.75,0.007,0.617,0.017,0.052
2014-10-21,36.375,0.006,0.529,0.024,0.035
2014-10-22,28.125,0.006,0.442,0.033,0.026
2014-10-23,35.292,0.006,0.446,0.028,0.033
2014-10-24,51.375,0.008,0.725,0.021,0.052
2014-10-25,63.958,0.009,0.879,0.022,0.057
2014-10-26,53.125,0.01,0.804,0.027,0.05
2014-10-27,57.042,0.006,0.513,0.033,0.034
2014-10-28,56.458,0.007,0.592,0.024,0.048
2014-10-30,40.208,0.007,0.512,0.026,0.032
2014-10-31,34.25,0.007,0.533,0.023,0.029
2014-11-01,47.625,0.009,0.729,0.016,0.03
2014-11-04,46.917,0.007,0.492,0.025,0.029
2014-11-05,53.333,0.009,0.629,0.02,0.036
2014-11-06,55,0.009,0.642,0.018,0.041
2014-11-08,63.458,0.008,0.625,0.023,0.033
2014-11-09,42.875,0.007,0.487,0.036,0.023
2014-11-10,51.833,0.008,0.562,0.028,0.032
2014-11-11,53.792,0.01,0.7,0.021,0.039
2014-11-13,42.083,0.005,0.329,0.032,0.015
2014-11-14,35.208,0.007,0.475,0.026,0.024
2014-11-15,35.333,0.007,0.446,0.029,0.022
2014-11-16,31.542,0.009,0.633,0.018,0.031
2014-11-17,39.333,0.009,0.55,0.03,0.023
2014-11-19,39.25,0.008,0.583,0.016,0.035
2014-11-20,49.417,0.008,0.692,0.014,0.039
2014-11-21,48,0.011,0.846,0.013,0.044
2014-11-22,57.917,0.011,0.758,0.012,0.043
2014-11-23,50.417,0.008,0.629,0.02,0.032
2014-11-24,40.5,0.009,0.596,0.016,0.033
2014-11-25,31.583,0.008,0.504,0.024,0.022
2014-11-26,39.125,0.007,0.554,0.019,0.025
2014-11-27,52.75,0.009,0.762,0.012,0.034
2014-11-29,25.792,0.008,0.533,0.019,0.024
2014-11-30,23.083,0.009,0.529,0.017,0.024
2014-12-01,26.792,0.006,0.388,0.027,0.011
2014-12-02,38.792,0.005,0.354,0.024,0.013
2014-12-03,31.458,0.008,0.417,0.024,0.015
2014-12-04,29.917,0.007,0.471,0.021,0.017
2014-12-05,30.458,0.006,0.404,0.022,0.015
2014-12-06,28.792,0.006,0.4,0.025,0.014
2014-12-07,29.292,0.006,0.458,0.022,0.019
2014-12-08,38.875,0.008,0.55,0.018,0.025
2014-12-09,39,0.008,0.537,0.019,0.028
2014-12-10,46.25,0.01,0.608,0.014,0.032
2014-12-11,52.25,0.007,0.529,0.023,0.018
2014-12-12,36,0.007,0.413,0.024,0.017
2014-12-13,34.083,0.007,0.425,0.022,0.015
2014-12-14,32.333,0.007,0.5,0.019,0.019
2014-12-15,51.333,0.011,0.767,0.012,0.035
2014-12-16,26.75,0.007,0.454,0.023,0.015
2014-12-17,23.833,0.006,0.371,0.023,0.013
2014-12-18,24,0.006,0.417,0.021,0.022
2014-12-19,49.792,0.009,0.783,0.01,0.038
2014-12-20,39.5,0.008,0.667,0.018,0.024
2014-12-21,23.042,0.006,0.396,0.021,0.013
2014-12-22,31.292,0.008,0.492,0.018,0.019
2014-12-23,32.708,0.008,0.471,0.02,0.023
2014-12-24,62.25,0.011,0.612,0.019,0.029
2014-12-25,38.708,0.008,0.433,0.023,0.019
2014-12-26,33.708,0.008,0.512,0.019,0.024
2014-12-27,53.583,0.009,0.767,0.011,0.035
2014-12-28,53.333,0.009,0.642,0.016,0.028
2014-12-29,75.5,0.013,0.679,0.024,0.027
2014-12-30,93.708,0.013,0.783,0.02,0.033
2014-12-31,52.375,0.009,0.713,0.019,0.028
2015-01-01,41.708,0.006,0.337,0.025,0.01
2015-01-02,30.208,0.006,0.413,0.024,0.015
2015-01-03,27.625,0.009,0.508,0.02,0.022
2015-01-04,50.083,0.012,0.829,0.015,0.034
2015-01-05,87.125,0.014,1.083,0.01,0.047
2015-01-07,26.542,0.007,0.362,0.026,0.017
2015-01-08,48.042,0.008,0.492,0.019,0.023
2015-01-09,52.375,0.008,0.546,0.019,0.023
2015-01-10,51.292,0.009,0.583,0.019,0.024
2015-01-11,48.542,0.009,0.533,0.025,0.02
2015-01-12,45.958,0.008,0.546,0.02,0.024
2015-01-13,42.125,0.011,0.654,0.012,0.036
2015-01-14,40.667,0.01,0.779,0.01,0.038
2015-01-15,32.958,0.008,0.625,0.018,0.025
2015-01-16,73.917,0.012,0.954,0.019,0.026
2015-01-17,37.333,0.008,0.508,0.027,0.015
2015-01-18,20.375,0.007,0.35,0.028,0.015
2015-01-19,69.208,0.01,0.588,0.027,0.02
2015-01-20,63.25,0.01,0.675,0.018,0.032
2015-01-21,61.792,0.012,0.733,0.014,0.036
2015-01-22,31.125,0.008,0.6,0.019,0.024
2015-01-23,44.125,0.009,0.588,0.021,0.028
2015-01-24,55.833,0.009,0.567,0.021,0.025
2015-01-25,57.667,0.013,0.662,0.014,0.037
2015-01-26,38.708,0.01,0.713,0.012,0.032
2015-01-28,30.458,0.006,0.442,0.021,0.019
2015-01-30,31.125,0.007,0.467,0.024,0.017
2015-01-31,28.667,0.006,0.458,0.022,0.02
2015-02-01,29,0.007,0.5,0.019,0.026
2015-02-02,39.708,0.008,0.642,0.014,0.035
2015-02-03,41.083,0.008,0.629,0.015,0.036
2015-02-05,86.75,0.008,0.721,0.031,0.021
2015-02-06,55.333,0.007,0.546,0.025,0.026
2015-02-07,53.792,0.008,0.558,0.02,0.027
2015-02-08,53.417,0.007,0.383,0.033,0.011
2015-02-09,25.792,0.005,0.35,0.026,0.014
2015-02-11,82.792,0.013,0.604,0.03,0.031
2015-02-12,65.917,0.01,0.479,0.031,0.021
2015-02-13,26.917,0.008,0.404,0.025,0.02
2015-02-14,45.25,0.01,0.492,0.025,0.027
2015-02-15,111.042,0.015,0.75,0.024,0.042
2015-02-16,61.167,0.01,0.562,0.024,0.03
2015-02-17,64.583,0.008,0.513,0.027,0.018
2015-02-18,61.125,0.008,0.567,0.033,0.014
2015-02-19,45.875,0.009,0.562,0.028,0.02
2015-02-20,28.667,0.008,0.458,0.025,0.023
2015-02-21,32.042,0.013,0.442,0.017,0.028
2015-02-22,40.458,0.012,0.483,0.021,0.024
2015-02-23,211.042,0.008,0.496,0.022,0.021
2015-02-25,129.542,0.007,0.562,0.012,0.039
2015-02-26,84.042,0.005,0.487,0.018,0.029
2015-02-27,38.333,0.005,0.408,0.021,0.023
2015-02-28,50.917,0.005,0.429,0.02,0.026
2015-03-01,38.375,0.004,0.388,0.025,0.016
2015-03-02,101.375,0.005,0.433,0.018,0.028
2015-03-03,48.708,0.004,0.483,0.013,0.033
2015-03-04,43.333,0.004,0.325,0.024,0.017
2015-03-06,43.042,0.005,0.379,0.019,0.03
2015-03-07,47,0.007,0.425,0.015,0.037
2015-03-08,42.542,0.007,0.388,0.022,0.028
2015-03-09,51.625,0.006,0.329,0.03,0.019
2015-03-10,37.417,0.003,0.292,0.027,0.013
2015-03-13,82.5,0.007,0.363,0.037,0.028
2015-03-14,65.208,0.008,0.329,0.022,0.035
2015-03-15,55.25,0.007,0.375,0.018,0.041
2015-03-17,109.417,0.012,0.496,0.008,0.06
2015-03-18,45.167,0.008,0.425,0.017,0.036
2015-03-19,46.75,0.005,0.383,0.019,0.036
2015-03-20,92.375,0.007,0.433,0.013,0.039
2015-03-21,108.208,0.009,0.467,0.017,0.052
2015-03-22,136.458,0.008,0.35,0.041,0.022
2015-03-26,56.625,0.007,0.337,0.024,0.042
2015-03-27,78.208,0.008,0.346,0.028,0.045
2015-03-28,58,0.009,0.35,0.018,0.044
2015-03-29,44.25,0.009,0.288,0.024,0.035
2015-03-31,98,0.012,0.379,0.012,0.053
2015-04-01,47.917,0.007,0.379,0.013,0.037
2015-04-02,50.042,0.005,0.325,0.022,0.033
2015-04-03,43.792,0.006,0.3,0.017,0.022
2015-04-04,29.875,0.006,0.283,0.025,0.025
2015-04-05,30.875,0.006,0.288,0.019,0.028
2015-04-06,35.5,0.004,0.35,0.014,0.03
2015-04-07,47.208,0.005,0.296,0.02,0.027
2015-04-08,41.75,0.005,0.292,0.019,0.028
2015-04-09,36.167,0.005,0.271,0.021,0.028
2015-04-10,41.333,0.006,0.296,0.021,0.031
2015-04-11,51.708,0.007,0.325,0.026,0.032
2015-04-12,45.25,0.008,0.283,0.027,0.025
2015-04-15,54.458,0.006,0.475,0.034,0.029
2015-04-16,66.625,0.006,0.404,0.034,0.033
2015-04-17,104.708,0.006,0.396,0.022,0.034
2015-04-18,74.375,0.011,0.508,0.011,0.047
2015-04-19,44.458,0.011,0.454,0.007,0.042
2015-04-20,27.042,0.005,0.492,0.018,0.034
2015-04-21,78.458,0.012,0.537,0.015,0.044
2015-04-27,104.625,0.013,0.617,0.045,0.061
2015-04-28,93.917,0.016,0.475,0.042,0.045
2015-04-30,64.167,0.004,0.554,0.018,0.038
2015-05-01,43.042,0.004,0.396,0.021,0.036
2015-05-02,52.75,0.004,0.446,0.016,0.037
2015-05-03,36.375,0.005,0.404,0.008,0.035
2015-05-04,57,0.003,0.35,0.03,0.024
2015-05-05,55.875,0.003,0.362,0.029,0.029
2015-05-08,85.5,0.005,0.529,0.03,0.062
2015-05-09,79.125,0.004,0.504,0.03,0.045
2015-05-10,63.875,0.003,0.371,0.037,0.023
2015-05-11,55.833,0.004,0.438,0.021,0.036
2015-05-12,47,0.003,0.496,0.03,0.029
2015-05-13,83.458,0.003,0.396,0.039,0.035
2015-05-15,68.917,0.004,0.483,0.008,0.036
2015-05-16,79,0.005,0.504,0.014,0.037
2015-05-17,68.5,0.004,0.5,0.021,0.044
2015-05-20,65,0.008,0.4,0.007,0.033
2015-05-21,54.583,0.008,0.438,0.006,0.04
2015-05-22,55.458,0.01,0.475,0.007,0.049
2015-05-23,63.417,0.012,0.496,0.005,0.052
2015-05-24,65.792,0.016,0.625,0.008,0.056
2015-05-25,76,0.011,0.579,0.008,0.054
2015-05-26,80.125,0.013,0.588,0.009,0.064
2015-05-27,87.167,0.019,0.612,0.007,0.067
2015-05-29,61.5,0.012,0.483,0.01,0.051
2015-05-30,77.75,0.016,0.5,0.01,0.048
2015-05-31,61.417,0.009,0.429,0.011,0.031
2015-06-02,59.792,0.008,0.404,0.024,0.036
2015-06-03,53.208,0.007,0.375,0.029,0.031
2015-06-04,59.25,0.012,0.433,0.023,0.052
2015-06-05,34.75,0.007,0.392,0.019,0.039
2015-06-06,30.5,0.008,0.371,0.029,0.031
2015-06-07,26.042,0.008,0.308,0.03,0.027
2015-06-08,50.333,0.011,0.446,0.014,0.036
2015-06-09,74.625,0.012,0.488,0.017,0.046
2015-06-10,83.5,0.018,0.542,0.022,0.055
2015-06-11,39.375,0.007,0.429,0.02,0.034
2015-06-12,83.958,0.007,0.575,0.03,0.041
2015-06-13,107.667,0.011,0.525,0.03,0.041
2015-06-14,57.875,0.01,0.412,0.021,0.037
2015-06-16,101.042,0.014,0.529,0.019,0.023
2015-06-17,58.25,0.008,0.425,0.027,0.025
2015-06-18,52.958,0.006,0.392,0.029,0.023
2015-06-19,37.625,0.006,0.417,0.028,0.021
2015-06-20,40.583,0.016,0.425,0.012,0.017
2015-06-21,45.833,0.014,0.396,0.019,0.018
2015-06-22,53.208,0.008,0.421,0.021,0.017
2015-06-23,55.458,0.013,0.483,0.025,0.021
2015-06-24,68.167,0.008,0.492,0.023,0.02
2015-06-25,46.75,0.007,0.375,0.02,0.017
2015-06-26,31.792,0.008,0.429,0.014,0.011
2015-06-27,36.708,0.012,0.408,0.01,0.012
2015-06-28,32.458,0.007,0.337,0.018,0.011
2015-06-29,36.792,0.012,0.354,0.011,0.008
2015-06-30,41.833,0.01,0.454,0.007,0.01
2015-07-01,36.042,0.008,0.45,0.019,0.014
2015-07-02,53.042,0.01,0.496,0.016,0.015
2015-07-04,37.792,0.009,0.383,0.022,0.019
2015-07-05,35.125,0.01,0.354,0.024,0.016
2015-07-06,39.625,0.012,0.383,0.013,0.021
2015-07-07,24.292,0.008,0.392,0.013,0.021
2015-07-08,21.542,0.008,0.479,0.008,0.018
2015-07-09,17.625,0.006,0.383,0.018,0.016
