날짜,PM10,SO2,CO,O3,NO2
2017-05-05,43.5,0.008,0.412,0.023,0.034
2017-05-06,141.958,0.004,0.317,0.043,0.02
2017-05-07,147.708,0.006,0.388,0.063,0.022
2017-05-08,148.208,0.01,0.513,0.039,0.051
2017-05-09,67.833,0.006,0.354,0.037,0.034
2017-05-10,48.167,0.006,0.417,0.031,0.031
2017-05-11,88.208,0.007,0.479,0.037,0.043
2017-05-13,70.833,0.01,0.425,0.032,0.034
2017-05-14,65.292,0.005,0.342,0.052,0.023
2017-05-15,52.292,0.005,0.346,0.038,0.031
2017-05-16,56.083,0.01,0.383,0.035,0.041
2017-05-17,80.583,0.017,0.438,0.025,0.05
2017-05-19,68.875,0.007,0.454,0.051,0.045
2017-05-20,60.542,0.009,0.425,0.041,0.048
2017-05-21,59.5,0.008,0.408,0.036,0.041
2017-05-22,79.042,0.017,0.5,0.023,0.053
2017-05-23,85.542,0.012,0.421,0.014,0.044
2017-05-25,73.958,0.009,0.433,0.031,0.045
2017-05-26,56.417,0.009,0.321,0.038,0.033
2017-05-27,53.042,0.006,0.371,0.037,0.036
2017-05-28,45.167,0.007,0.367,0.042,0.033
2017-05-29,69.958,0.009,0.521,0.028,0.054
2017-05-30,122.292,0.013,0.654,0.022,0.074
2017-05-31,89.167,0.01,0.421,0.012,0.042
2017-06-02,53.875,0.008,0.354,0.034,0.045
2017-06-03,46.75,0.003,0.346,0.046,0.04
2017-06-04,54.708,0.009,0.375,0.049,0.043
2017-06-05,40.083,0.003,0.342,0.039,0.037
2017-06-06,38.958,0.007,0.296,0.033,0.037
2017-06-08,49.917,0.002,0.408,0.046,0.044
2017-06-09,69.625,0.004,0.513,0.044,0.059
2017-06-10,71.417,0.004,0.458,0.047,0.044
2017-06-11,47.958,0.005,0.292,0.043,0.025
2017-06-12,42.667,0.002,0.246,0.033,0.027
2017-06-14,77.792,0.007,0.404,0.03,0.06
2017-06-15,79.167,0.008,0.446,0.048,0.058
2017-06-16,51.042,0.005,0.321,0.033,0.033
2017-06-17,37.792,0.006,0.308,0.027,0.032
2017-06-18,50.042,0.011,0.35,0.026,0.044
2017-06-19,82.5,0.01,0.446,0.02,0.065
2017-06-20,72.833,0.009,0.4,0.021,0.054
2017-06-21,50.833,0.005,0.346,0.04,0.045
2017-06-23,67.125,0.013,0.379,0.016,0.055
2017-06-24,64.583,0.008,0.371,0.031,0.048
2017-06-25,67.417,0.016,0.371,0.018,0.044
2017-06-26,64.042,0.005,0.346,0.028,0.04
2017-06-27,51.042,0.008,0.337,0.028,0.042
2017-06-29,88,0.01,0.479,0.011,0.061
2017-06-30,41.333,0.006,0.358,0.017,0.045
2017-07-01,37.417,0.007,0.221,0.013,0.028
2017-07-02,31.542,0.004,0.204,0.006,0.023
2017-07-03,28.75,0.003,0.212,0.005,0.022
2017-07-05,47.208,0.019,0.304,0.007,0.049
2017-07-07,39.333,0.005,0.288,0.005,0.037
2017-07-08,44.917,0.006,0.242,0.007,0.031
2017-07-09,41.708,0.005,0.242,0.013,0.029
2017-07-10,42.708,0.002,0.221,0.009,0.022
2017-07-11,47.125,0.004,0.3,0.015,0.039
2017-07-12,77.5,0.004,0.4,0.032,0.047
2017-07-13,66.458,0.006,0.371,0.02,0.048
2017-07-14,62.708,0.006,0.325,0.019,0.046
2017-07-15,59.833,0.007,0.242,0.007,0.034
2017-07-16,29.292,0.004,0.158,0.015,0.02
2017-07-18,38.833,0.007,0.354,0.018,0.035
2017-07-19,57.167,0.01,0.317,0.033,0.053
2017-07-21,79.875,0.009,0.404,0.016,0.061
2017-07-23,56.25,0.011,0.346,0.029,0.042
2017-07-25,58.5,0.015,0.433,0.009,0.047
2017-07-26,32.875,0.005,0.221,0.03,0.029
2017-07-27,34.875,0.006,0.217,0.027,0.032
2017-07-28,39.292,0.009,0.279,0.021,0.045
2017-07-29,39.375,0.005,0.237,0.029,0.029
2017-07-30,37.208,0.011,0.212,0.026,0.032
2017-07-31,49.083,0.007,0.271,0.026,0.036
2017-08-01,44.667,0.006,0.312,0.024,0.032
2017-08-02,34.333,0.007,0.304,0.021,0.032
2017-08-03,31.042,0.004,0.208,0.028,0.024
2017-08-04,33.542,0.005,0.233,0.029,0.027
2017-08-05,28.083,0.005,0.221,0.028,0.023
2017-08-06,24.708,0.005,0.196,0.024,0.017
2017-08-07,33.75,0.009,0.246,0.025,0.032
2017-08-09,37.167,0.01,0.312,0.024,0.044
2017-08-10,32.625,0.006,0.329,0.027,0.031
2017-08-11,29.875,0.005,0.267,0.017,0.027
2017-08-12,28.417,0.004,0.208,0.018,0.019
2017-08-13,19.75,0.004,0.171,0.016,0.016
2017-08-14,18.333,0.004,0.2,0.014,0.023
2017-08-15,25.208,0.004,0.217,0.015,0.024
2017-08-16,42.083,0.007,0.392,0.01,0.034
2017-08-18,34.208,0.008,0.271,0.018,0.029
2017-08-19,34.375,0.005,0.246,0.025,0.022
2017-08-20,22.625,0.004,0.208,0.024,0.016
2017-08-21,44.583,0.006,0.271,0.018,0.027
2017-08-22,29.125,0.005,0.275,0.009,0.021
2017-08-24,26.583,0.003,0.204,0.009,0.018
2017-08-25,34.917,0.01,0.288,0.015,0.036
2017-08-26,34.125,0.011,0.312,0.032,0.04
2017-08-27,25.292,0.004,0.242,0.039,0.022
2017-08-29,32.208,0.005,0.279,0.026,0.026
2017-08-30,41.375,0.006,0.304,0.029,0.031
2017-08-31,46.25,0.004,0.279,0.032,0.027
2017-09-01,32.583,0.004,0.238,0.028,0.02
2017-09-02,20.458,0.004,0.233,0.024,0.021
2017-09-03,19.25,0.005,0.196,0.028,0.014
2017-09-05,34.5,0.003,0.329,0.019,0.029
2017-09-06,36.292,0.002,0.438,0.01,0.033
2017-09-08,72.208,0.006,0.454,0.036,0.047
2017-09-09,79.417,0.008,0.521,0.032,0.048
2017-09-10,51.417,0.005,0.383,0.038,0.026
2017-09-12,34.167,0.006,0.362,0.027,0.037
2017-09-13,38.75,0.005,0.304,0.031,0.03
2017-09-14,23.458,0.005,0.267,0.026,0.023
2017-09-15,14.458,0.003,0.238,0.025,0.02
2017-09-16,17.333,0.003,0.233,0.024,0.018
2017-09-17,9.833,0.003,0.242,0.025,0.014
2017-09-19,65.208,0.005,0.562,0.039,0.038
2017-09-21,15.792,0.004,0.35,0.022,0.034
2017-09-22,22,0.007,0.354,0.021,0.035
2017-09-23,39.042,0.005,0.454,0.022,0.044
2017-09-24,49.75,0.008,0.467,0.035,0.042
2017-09-25,64.875,0.007,0.537,0.035,0.044
2017-09-28,25.917,0.004,0.304,0.025,0.026
2017-09-29,26.792,0.005,0.342,0.025,0.034
2017-09-30,31.542,0.008,0.438,0.021,0.05
2017-10-01,32.667,0.01,0.413,0.016,0.043
2017-10-02,25.417,0.005,0.321,0.025,0.025
2017-10-03,21.958,0.005,0.288,0.027,0.017
2017-10-04,21.667,0.004,0.246,0.026,0.016
2017-10-05,16.125,0.005,0.221,0.028,0.014
2017-10-06,17.875,0.004,0.3,0.018,0.018
2017-10-07,22.375,0.005,0.333,0.015,0.022
2017-10-08,18.417,0.006,0.275,0.021,0.02
2017-10-09,29.125,0.007,0.392,0.012,0.034
2017-10-10,49.167,0.012,0.5,0.026,0.047
2017-10-12,21,0.005,0.362,0.014,0.025
2017-10-13,25.333,0.006,0.3,0.019,0.029
2017-10-14,25.333,0.005,0.321,0.026,0.023
2017-10-15,20.25,0.004,0.292,0.028,0.018
2017-10-16,21.625,0.004,0.283,0.022,0.026
2017-10-17,24.625,0.004,0.312,0.026,0.023
2017-10-18,24.667,0.003,0.263,0.026,0.024
2017-10-19,19.583,0.004,0.246,0.026,0.02
2017-10-21,21.875,0.004,0.267,0.029,0.019
2017-10-22,30.583,0.003,0.237,0.036,0.011
2017-10-24,27.458,0.004,0.454,0.024,0.03
2017-10-25,36.375,0.005,0.492,0.023,0.04
2017-10-26,32.167,0.005,0.513,0.02,0.043
2017-10-27,31.75,0.005,0.504,0.021,0.038
2017-10-28,24.917,0.005,0.383,0.034,0.024
2017-10-29,32.083,0.003,0.379,0.05,0.014
2017-10-30,29.042,0.003,0.371,0.029,0.023
2017-10-31,27.583,0.006,0.479,0.019,0.042
2017-11-02,45.625,0.007,0.592,0.012,0.054
2017-11-03,54.625,0.005,0.504,0.023,0.038
2017-11-04,29.75,0.003,0.396,0.022,0.021
2017-11-05,36.125,0.006,0.433,0.019,0.033
2017-11-06,39.292,0.009,0.596,0.016,0.043
2017-11-09,64.667,0.005,0.442,0.022,0.032
2017-11-10,60.375,0.005,0.513,0.023,0.035
2017-11-11,67.458,0.006,0.371,0.021,0.022
2017-11-12,61.458,0.006,0.475,0.017,0.033
2017-11-14,65.5,0.006,0.408,0.026,0.025
2017-11-15,47.25,0.005,0.379,0.02,0.025
2017-11-16,43.583,0.004,0.442,0.016,0.033
2017-11-17,55,0.006,0.583,0.009,0.052
2017-11-18,44.708,0.003,0.371,0.024,0.02
2017-11-19,31.375,0.002,0.346,0.023,0.016
2017-11-20,45.292,0.003,0.413,0.019,0.029
2017-11-22,65.042,0.006,0.537,0.018,0.04
2017-11-23,45.75,0.003,0.383,0.021,0.022
2017-11-24,38.333,0.003,0.392,0.019,0.024
2017-11-25,41.125,0.004,0.429,0.017,0.031
2017-11-26,71.625,0.005,0.483,0.023,0.032
2017-11-28,75.25,0.005,0.588,0.017,0.049
2017-11-29,70.333,0.004,0.487,0.02,0.035
2017-11-30,53.542,0.003,0.354,0.023,0.021
2017-12-01,30.958,0.002,0.333,0.022,0.019
2017-12-02,45.25,0.002,0.433,0.017,0.032
2017-12-03,67.417,0.005,0.621,0.012,0.048
2017-12-04,69.708,0.004,0.467,0.024,0.032
2017-12-06,52.25,0.004,0.504,0.014,0.036
2017-12-07,85.292,0.004,0.633,0.017,0.044
2017-12-08,58.333,0.002,0.388,0.023,0.018
2017-12-09,47.458,0.003,0.442,0.015,0.03
2017-12-10,62.833,0.005,0.604,0.017,0.035
2017-12-11,40.042,0.002,0.312,0.022,0.016
2017-12-12,32.75,0.001,0.354,0.017,0.021
2017-12-14,51.375,0.003,0.546,0.01,0.051
2017-12-15,67.75,0.004,0.554,0.013,0.046
2017-12-16,59.333,0.003,0.438,0.021,0.022
2017-12-17,43.417,0.002,0.362,0.022,0.019
2017-12-19,70.292,0.004,0.442,0.018,0.028
2017-12-20,52.917,0.003,0.388,0.018,0.03
2017-12-21,56.625,0.004,0.429,0.017,0.033
2017-12-22,59.75,0.004,0.458,0.017,0.036
2017-12-23,89.75,0.007,0.625,0.011,0.061
2017-12-24,61.75,0.006,0.542,0.02,0.039
2017-12-25,48.292,0.003,0.367,0.023,0.021
2017-12-27,35.042,0.002,0.329,0.019,0.026
2017-12-28,72.417,0.003,0.404,0.019,0.029
2017-12-29,103.5,0.004,0.454,0.02,0.037
2017-12-30,125.083,0.006,0.537,0.016,0.049
2017-12-31,94.25,0.003,0.396,0.025,0.019
2018-01-01,54.417,0.003,0.35,0.021,0.019
2018-01-02,86.583,0.004,0.454,0.019,0.031
2018-01-04,55.583,0.004,0.388,0.014,0.039
2018-01-05,62.292,0.004,0.363,0.017,0.03
2018-01-06,42.958,0.002,0.308,0.023,0.023
2018-01-07,52.708,0.005,0.483,0.01,0.052
2018-01-08,48.167,0.004,0.417,0.013,0.038
2018-01-12,30.417,0.002,0.312,0.021,0.02
2018-01-13,45.667,0.003,0.396,0.018,0.029
2018-01-14,71.375,0.005,0.55,0.011,0.052
2018-01-15,61.875,0.008,0.575,0.012,0.055
2018-01-16,61.708,0.006,0.579,0.013,0.067
2018-01-17,32,0.004,0.413,0.018,0.036
2018-01-19,97.5,0.005,0.454,0.018,0.039
2018-01-20,91.833,0.006,0.467,0.02,0.037
2018-01-21,88.917,0.006,0.462,0.023,0.035
2018-01-22,67.375,0.006,0.429,0.023,0.034
2018-01-24,33.792,0.002,0.3,0.024,0.016
2018-01-25,25.875,0.002,0.3,0.024,0.016
2018-01-26,29.208,0.003,0.312,0.021,0.023
2018-01-27,45.25,0.004,0.412,0.013,0.044
2018-01-28,36.917,0.004,0.35,0.024,0.022
2018-01-30,52.625,0.003,0.321,0.021,0.024
2018-01-31,55.083,0.004,0.362,0.018,0.036
2018-02-01,70.583,0.005,0.404,0.018,0.036
2018-02-02,52.5,0.005,0.371,0.018,0.035
2018-02-03,51.625,0.004,0.321,0.025,0.02
2018-02-04,32.083,0.004,0.3,0.025,0.013
2018-02-07,37.333,0.005,0.45,0.014,0.025
2018-02-08,54.875,0.008,0.525,0.01,0.04
2018-02-09,72.833,0.009,0.621,0.011,0.044
2018-02-10,82.125,0.009,0.504,0.023,0.024
2018-02-11,68.25,0.006,0.4,0.022,0.012
2018-02-13,57.583,0.006,0.446,0.016,0.025
2018-02-14,68.667,0.008,0.417,0.027,0.019
2018-02-15,89.375,0.012,0.571,0.017,0.034
2018-02-16,70.292,0.009,0.55,0.018,0.029
2018-02-17,38.5,0.007,0.375,0.025,0.013
2018-02-18,36.708,0.01,0.425,0.015,0.024
2018-02-20,93.5,0.005,0.579,0.021,0.037
2018-02-21,63,0.006,0.471,0.02,0.033
2018-02-22,58.75,0.005,0.471,0.023,0.03
2018-02-23,85.167,0.005,0.533,0.028,0.029
2018-02-24,91.25,0.007,0.588,0.026,0.034
2018-02-25,77.125,0.008,0.529,0.02,0.034
2018-02-26,79.292,0.006,0.554,0.019,0.042
2018-02-27,74.833,0.006,0.592,0.019,0.048
2018-03-01,36.958,0.004,0.417,0.034,0.015
2018-03-02,50.458,0.006,0.471,0.02,0.034
2018-03-03,65.458,0.007,0.562,0.015,0.045
2018-03-04,53.292,0.011,0.537,0.016,0.041
2018-03-06,52.208,0.005,0.425,0.022,0.027
2018-03-07,49,0.005,0.408,0.022,0.027
2018-03-08,22.792,0.004,0.413,0.02,0.024
2018-03-09,48.917,0.005,0.513,0.014,0.034
2018-03-10,57.958,0.007,0.508,0.019,0.033
2018-03-11,70.25,0.008,0.496,0.026,0.03
2018-03-14,54.625,0.007,0.45,0.019,0.04
2018-03-15,50.25,0.004,0.496,0.015,0.04
2018-03-16,46.167,0.002,0.421,0.026,0.023
2018-03-17,42.708,0.005,0.421,0.022,0.027
2018-03-18,55.833,0.01,0.479,0.014,0.035
2018-03-20,49.375,0.004,0.396,0.026,0.02
2018-03-21,20.875,0.002,0.396,0.023,0.019
2018-03-22,30.917,0.004,0.417,0.02,0.024
2018-03-23,63.708,0.006,0.583,0.015,0.046
2018-03-24,90.25,0.008,0.588,0.032,0.037
2018-03-25,106.167,0.007,0.567,0.034,0.033
2018-03-27,91.333,0.009,0.542,0.029,0.045
2018-03-28,97.667,0.009,0.575,0.02,0.049
2018-03-30,64.833,0.006,0.429,0.029,0.028
2018-03-31,67.208,0.009,0.483,0.021,0.042
2018-04-01,86.667,0.01,0.475,0.026,0.035
2018-04-03,60.042,0.008,0.413,0.018,0.031
2018-04-04,61.125,0.007,0.458,0.014,0.038
2018-04-05,43.583,0.004,0.462,0.019,0.034
2018-04-06,83.583,0.003,0.429,0.025,0.019
2018-04-07,64.875,0.003,0.396,0.031,0.012
2018-04-08,52.5,0.004,0.413,0.034,0.018
2018-04-10,80.625,0.006,0.454,0.027,0.034
2018-04-11,70.292,0.005,0.408,0.03,0.025
2018-04-12,51.333,0.006,0.429,0.025,0.031
2018-04-13,59.042,0.005,0.425,0.027,0.029
2018-04-14,40.917,0.005,0.467,0.02,0.031
2018-04-15,172.5,0.004,0.421,0.031,0.015
2018-04-17,116.208,0.009,0.483,0.02,0.034
2018-04-18,143.125,0.01,0.529,0.024,0.044
2018-04-19,96.083,0.009,0.55,0.018,0.052
2018-04-20,114.167,0.019,0.642,0.019,0.076
2018-04-21,105.958,0.01,0.525,0.027,0.047
2018-04-22,73.667,0.008,0.438,0.027,0.026
2018-04-23,42.375,0.004,0.467,0.025,0.027
2018-04-24,26.625,0.004,0.496,0.026,0.026
2018-04-25,47.167,0.007,0.462,0.024,0.036
2018-04-27,73.083,0.009,0.483,0.03,0.034
2018-04-28,78.708,0.011,0.471,0.021,0.041
2018-04-29,101.792,0.008,0.529,0.04,0.029
2018-04-30,79.167,0.006,0.487,0.037,0.03
2018-05-01,110.833,0.032,0.55,0.019,0.059
2018-05-02,58.5,0.012,0.529,0.018,0.042
2018-05-04,55.833,0.006,0.404,0.03,0.028
2018-05-05,55.458,0.007,0.379,0.033,0.025
2018-05-06,42.958,0.008,0.446,0.026,0.03
2018-05-07,37.75,0.008,0.542,0.02,0.033
2018-05-08,37.5,0.006,0.425,0.03,0.026
2018-05-10,58.75,0.009,0.471,0.023,0.034
2018-05-11,65.875,0.008,0.475,0.026,0.04
2018-05-12,70.708,0.011,0.4,0.021,0.035
2018-05-13,37.458,0.008,0.429,0.023,0.026
2018-05-14,83.083,0.011,0.562,0.027,0.047
2018-05-15,90.667,0.011,0.575,0.026,0.047
2018-05-17,33.417,0.005,0.383,0.011,0.018
2018-05-21,52.083,0.005,0.433,0.023,0.026
2018-05-22,49.208,0.012,0.429,0.021,0.03
2018-05-23,44.125,0.009,0.433,0.02,0.034
2018-05-24,82.958,0.008,0.488,0.023,0.04
2018-05-26,88.5,0.014,0.475,0.028,0.043
2018-05-27,105.917,0.019,0.5,0.021,0.044
2018-05-28,85.708,0.018,0.483,0.015,0.047
2018-05-29,91.875,0.019,0.517,0.012,0.051
2018-05-30,80.042,0.014,0.5,0.012,0.045
2018-05-31,63.792,0.009,0.433,0.029,0.033
2018-06-02,73.292,0.014,0.554,0.027,0.05
2018-06-03,86.75,0.012,0.492,0.027,0.04
2018-06-04,73.292,0.013,0.467,0.018,0.042
2018-06-06,76.833,0.017,0.475,0.028,0.039
2018-06-07,100.292,0.011,0.562,0.024,0.045
2018-06-08,96.292,0.013,0.562,0.033,0.047
2018-06-09,62,0.008,0.442,0.031,0.027
2018-06-10,39.625,0.008,0.4,0.026,0.018
2018-06-11,31.25,0.006,0.458,0.016,0.023
2018-06-12,44.583,0.01,0.408,0.015,0.027
2018-06-13,43.958,0.009,0.4,0.021,0.021
2018-06-15,40.625,0.009,0.4,0.022,0.023
2018-06-16,35.458,0.01,0.396,0.02,0.022
2018-06-17,38.75,0.017,0.413,0.02,0.027
2018-07-24,29.958,0.005,0.275,0.014,0.023
2018-07-25,37.25,0.007,0.362,0.027,0.03
2018-07-26,60.333,0.02,0.442,0.041,0.049
2018-07-27,50.167,0.015,0.358,0.015,0.039
2018-07-28,42.542,0.006,0.337,0.024,0.022
2018-07-29,30.75,0.003,0.279,0.022,0.012
2018-07-30,32.083,0.005,0.304,0.023,0.023
2018-08-01,26.167,0.004,0.317,0.024,0.025
2018-08-02,23.917,0.004,0.287,0.023,0.019
2018-08-03,30.583,0.006,0.279,0.023,0.021
2018-08-04,27.583,0.005,0.233,0.025,0.015
2018-08-05,32.125,0.006,0.312,0.038,0.022
2018-08-07,27.042,0.004,0.342,0.024,0.02
2018-08-08,25.458,0.006,0.337,0.024,0.023
2018-08-09,28.167,0.007,0.333,0.022,0.024
2018-08-10,30.083,0.004,0.358,0.013,0.025
2018-08-11,20,0.004,0.333,0.018,0.016
2018-08-12,24.375,0.006,0.304,0.021,0.017
2018-08-14,27.75,0.007,0.292,0.015,0.023
2018-08-15,21.583,0.004,0.254,0.02,0.015
2018-08-16,27.792,0.008,0.325,0.015,0.022
2018-08-17,27.167,0.003,0.292,0.025,0.017
2018-08-18,26.917,0.003,0.283,0.025,0.016
2018-08-19,26.083,0.012,0.258,0.03,0.022
2018-08-21,37.375,0.011,0.317,0.022,0.03
2018-08-22,27.25,0.003,0.213,0.014,0.012
2018-08-23,22.25,0.003,0.212,0.014,0.012
2018-08-24,29.708,0.003,0.233,0.022,0.014
2018-08-25,25.542,0.005,0.4,0.027,0.024
2018-08-26,30.167,0.02,0.283,0.008,0.023
2018-08-28,26.417,0.006,0.258,0.009,0.019
2018-08-29,20.333,0.006,0.233,0.01,0.014
2018-08-30,17.167,0.004,0.275,0.012,0.019
2018-08-31,14.208,0.004,0.279,0.014,0.016
2018-09-01,16.542,0.004,0.333,0.025,0.023
2018-09-02,18.167,0.004,0.317,0.021,0.018
2018-09-03,20.083,0.005,0.312,0.012,0.02
2018-09-04,17.042,0.004,0.233,0.034,0.017
2018-09-05,24.458,0.005,0.3,0.041,0.02
2018-09-07,27.875,0.004,0.358,0.039,0.03
2018-09-08,31.833,0.003,0.313,0.028,0.022
2018-09-09,24.708,0.003,0.317,0.034,0.019
2018-09-10,26.667,0.003,0.271,0.03,0.022
2018-09-12,26.875,0.003,0.283,0.027,0.025
2018-09-13,23.25,0.002,0.321,0.018,0.028
2018-09-14,12.542,0.002,0.304,0.018,0.027
2018-09-15,19.917,0.006,0.337,0.014,0.034
2018-09-16,28.125,0.005,0.308,0.029,0.025
2018-09-18,50.333,0.007,0.458,0.036,0.04
2018-09-19,63.667,0.004,0.417,0.032,0.036
2018-09-20,22.292,0.003,0.354,0.027,0.033
2018-09-21,16.208,0.002,0.321,0.025,0.028
2018-09-22,20.917,0.003,0.267,0.042,0.016
2018-09-23,41.375,0.006,0.379,0.039,0.027
2018-09-24,23.333,0.003,0.242,0.051,0.01
2018-09-25,18.75,0.003,0.283,0.037,0.014
2018-09-26,18.25,0.003,0.254,0.033,0.015
2018-09-28,23.333,0.003,0.3,0.025,0.024
2018-09-29,14.042,0.003,0.296,0.023,0.024
2018-09-30,16.958,0.002,0.254,0.037,0.016
2018-10-01,16.042,0.003,0.208,0.038,0.013
2018-10-03,31.625,0.004,0.446,0.035,0.031
2018-10-04,31.75,0.003,0.358,0.036,0.024
2018-10-05,11.125,0.002,0.367,0.03,0.021
2018-10-06,16.625,0.002,0.263,0.031,0.01
2018-10-07,18.833,0.005,0.325,0.027,0.024
2018-10-08,33.083,0.004,0.371,0.029,0.027
2018-10-09,31.083,0.003,0.383,0.024,0.027
2018-10-13,24.958,0.003,0.388,0.022,0.025
2018-10-14,21.708,0.004,0.371,0.029,0.026
2018-10-15,46.708,0.006,0.412,0.042,0.033
2018-10-17,57.292,0.004,0.5,0.031,0.034
2018-10-18,37.917,0.003,0.388,0.037,0.022
2018-10-19,24.333,0.002,0.329,0.025,0.023
2018-10-20,25.375,0.003,0.379,0.022,0.027
2018-10-21,24.083,0.003,0.421,0.023,0.029
2018-10-23,33.25,0.004,0.425,0.025,0.032
2018-10-24,57.667,0.006,0.404,0.031,0.032
2018-10-25,55.542,0.005,0.504,0.021,0.043
2018-10-26,41.875,0.006,0.421,0.021,0.034
2018-10-27,25.083,0.002,0.267,0.033,0.011
2018-10-28,27.5,0.003,0.3,0.04,0.015
2018-11-02,42.917,0.005,0.517,0.017,0.043
2018-11-03,37.875,0.005,0.496,0.018,0.046
2018-11-06,45.083,0.003,0.438,0.025,0.036
2018-11-07,45.083,0.003,0.496,0.023,0.036
2018-11-08,30.75,0.004,0.375,0.023,0.027
2018-11-09,28.917,0.003,0.429,0.03,0.017
2018-11-10,48,0.005,0.442,0.03,0.03
2018-11-11,54.208,0.006,0.554,0.025,0.035
2018-11-13,26.958,0.003,0.404,0.021,0.028
2018-11-14,26.75,0.003,0.438,0.016,0.032
2018-11-15,27.542,0.005,0.446,0.012,0.036
2018-11-16,36.833,0.004,0.483,0.015,0.035
2018-11-17,58.5,0.004,0.492,0.032,0.029
2018-11-18,28.542,0.002,0.346,0.032,0.015
2018-11-20,47.5,0.006,0.433,0.024,0.032
2018-11-21,72.708,0.008,0.642,0.005,0.056
2018-11-22,41.25,0.003,0.329,0.027,0.02
2018-11-23,27.333,0.003,0.329,0.024,0.022
2018-11-24,48.292,0.005,0.667,0.006,0.048
2018-11-25,54.25,0.003,0.542,0.025,0.026
2018-11-26,53.417,0.005,0.583,0.012,0.044
2018-11-28,125.083,0.004,0.521,0.014,0.043
2018-11-29,92.667,0.005,0.537,0.008,0.043
2018-12-01,86.458,0.004,0.462,0.021,0.031
2018-12-02,51.75,0.003,0.413,0.025,0.026
2018-12-04,29.917,0.003,0.517,0.016,0.027
2018-12-05,49.25,0.003,0.367,0.02,0.024
2018-12-06,30.167,0.002,0.329,0.02,0.019
2018-12-07,26.333,0.003,0.329,0.028,0.014
2018-12-08,20.25,0.003,0.3,0.027,0.012
2018-12-09,17.792,0.003,0.304,0.032,0.009
2018-12-11,24.625,0.003,0.404,0.014,0.027
2018-12-12,35.208,0.003,0.354,0.028,0.017
2018-12-13,30.875,0.003,0.354,0.031,0.016
2018-12-14,22.208,0.003,0.308,0.03,0.015
2018-12-15,33.458,0.004,0.483,0.012,0.037
2018-12-16,30.583,0.004,0.571,0.013,0.034
2018-12-18,43,0.003,0.475,0.018,0.029
2018-12-19,78.542,0.007,0.604,0.032,0.032
2018-12-20,135.75,0.007,0.883,0.005,0.062
2018-12-21,83.208,0.004,0.642,0.013,0.047
2018-12-22,53.25,0.004,0.625,0.026,0.033
2018-12-23,40.958,0.003,0.45,0.034,0.017
2018-12-25,25.625,0.003,0.367,0.023,0.023
2018-12-26,47.167,0.003,0.442,0.026,0.023
2018-12-27,21.667,0.003,0.312,0.034,0.012
2018-12-28,21.667,0.003,0.308,0.03,0.013
2018-12-29,25.208,0.003,0.312,0.034,0.01
2018-12-30,18.667,0.003,0.321,0.034,0.012
2018-12-31,29,0.003,0.388,0.024,0.024
2019-01-03,18.417,0.004,0.329,0.032,0.016
2019-01-04,31.875,0.005,0.479,0.015,0.037
2019-01-05,60.583,0.004,0.504,0.039,0.018
2019-01-06,39.042,0.003,0.425,0.033,0.019
2019-01-07,34.875,0.004,0.396,0.035,0.017
2019-01-09,33.417,0.003,0.375,0.025,0.02
2019-01-10,22.292,0.004,0.337,0.032,0.015
2019-01-11,44.833,0.004,0.492,0.017,0.033
2019-01-12,30.667,0.003,0.454,0.021,0.023
2019-01-13,69.417,0.003,0.537,0.031,0.022
2019-01-14,63.917,0.004,0.675,0.013,0.049
2019-01-15,73.833,0.004,0.588,0.036,0.023
2019-01-17,30.417,0.003,0.4,0.031,0.013
2019-01-18,39.375,0.004,0.487,0.028,0.024
2019-01-19,56.25,0.006,0.662,0.013,0.045
2019-01-20,38.375,0.003,0.404,0.037,0.013
2019-01-22,47.542,0.005,0.475,0.027,0.026
2019-01-23,81.75,0.006,0.646,0.023,0.035
2019-01-24,47.792,0.005,0.479,0.021,0.035
2019-01-25,33.667,0.004,0.363,0.032,0.018
2019-01-26,44.667,0.004,0.358,0.033,0.013
2019-01-27,26.542,0.006,0.429,0.025,0.026
2019-01-28,48.417,0.006,0.458,0.033,0.022
2019-01-29,84.083,0.006,0.529,0.016,0.038
2019-01-31,39.917,0.004,0.454,0.031,0.02
2019-02-01,31.292,0.004,0.358,0.03,0.014
2019-02-02,47.292,0.004,0.487,0.029,0.025
2019-02-03,31.583,0.004,0.567,0.023,0.023
2019-02-05,79.792,0.005,0.429,0.031,0.026
2019-02-06,53,0.006,0.479,0.028,0.031
2019-02-08,31.417,0.005,0.442,0.021,0.028
2019-02-09,31.917,0.004,0.371,0.03,0.016
2019-02-10,29.375,0.004,0.454,0.021,0.024
2019-02-11,30.708,0.004,0.362,0.033,0.015
2019-02-12,48.25,0.006,0.508,0.03,0.026
2019-02-13,65.542,0.005,0.55,0.035,0.024
2019-02-15,42.5,0.007,0.567,0.021,0.034
2019-02-16,49.667,0.003,0.496,0.041,0.013
2019-02-17,37.667,0.004,0.458,0.04,0.015
2019-02-18,35.333,0.007,0.462,0.017,0.035
2019-02-20,39.958,0.003,0.429,0.038,0.018
2019-02-21,65.667,0.004,0.554,0.033,0.031
2019-02-22,54.417,0.005,0.604,0.019,0.046
2019-02-23,50.5,0.003,0.513,0.032,0.03
2019-02-24,39.25,0.005,0.483,0.035,0.033
2019-02-26,71.167,0.005,0.554,0.038,0.04
2019-02-27,49.542,0.004,0.492,0.028,0.039
